_id,Currency,Date,Open,High,Low,Close,Volume,Market Cap
ObjectId("5e5a946645e7ef3284237329"),bitcoin,05/03/2018,"11,532.40","11,704.10","11,443.90"
ObjectId("5e5a946645e7ef328423711c"),bitcoin,12/08/2019,"11,528.19","11,528.19","11,320.95"
ObjectId("5e5a946645e7ef3284237133"),bitcoin,20/07/2019,"10,525.82","11,048.66","10,451.28"
ObjectId("5e5a946645e7ef3284237328"),bitcoin,06/03/2018,"11,500.10","11,500.10","10,694.30"
ObjectId("5e5a946645e7ef328423732a"),bitcoin,04/03/2018,"11,497.40","11,512.60","11,136.10"
ObjectId("5e5a946645e7ef3284237358"),bitcoin,17/01/2018,"11,431.10","11,678.00","9,402.29"
ObjectId("5e5a946645e7ef3284237356"),bitcoin,19/01/2018,"11,429.80","11,992.80","11,172.10"
ObjectId("5e5a946645e7ef3284237350"),bitcoin,25/01/2018,"11,421.70","11,785.70","11,057.40"
ObjectId("5e5a946645e7ef328423711b"),bitcoin,13/08/2019,"11,385.05","11,420.05","10,830.33"
ObjectId("5e5a946645e7ef328423732d"),bitcoin,01/03/2018,"10,385.00","11,052.30","10,352.70"
ObjectId("5e5a946645e7ef3284237139"),bitcoin,14/07/2019,"11,381.02","11,451.20","10,234.58"
ObjectId("5e5a946645e7ef3284237335"),bitcoin,21/02/2018,"11,372.20","11,418.50","10,479.10"
ObjectId("5e5a946645e7ef328423713b"),bitcoin,12/07/2019,"11,354.30","11,905.49","11,179.14"
ObjectId("5e5a946645e7ef328423711d"),bitcoin,11/08/2019,"11,349.74","11,523.58","11,248.29"
ObjectId("5e5a946645e7ef3284237384"),bitcoin,04/12/2017,"11,315.40","11,657.20","11,081.80"
ObjectId("5e5a946645e7ef328423734b"),bitcoin,30/01/2018,"11,306.80","11,307.20","10,036.20"
ObjectId("5e5a946645e7ef3284237138"),bitcoin,15/07/2019,"10,257.84","11,052.77","9,992.01"
ObjectId("5e5a946645e7ef328423734f"),bitcoin,26/01/2018,"11,256.00","11,656.70","10,470.30"
ObjectId("5e5a946645e7ef3284237336"),bitcoin,20/02/2018,"11,231.80","11,958.50","11,231.80"
ObjectId("5e5a946645e7ef3284237140"),bitcoin,07/07/2019,"11,217.62","11,541.62","11,148.80"
ObjectId("5e5a946645e7ef3284237339"),bitcoin,17/02/2018,"10,207.50","11,139.50","10,149.40"
ObjectId("5e5a946645e7ef3284237142"),bitcoin,05/07/2019,"11,203.10","11,395.66","10,874.96"
ObjectId("5e5a946645e7ef3284237387"),bitcoin,01/12/2017,"10,198.60","11,046.70","9,694.65"
ObjectId("5e5a946645e7ef328423714f"),bitcoin,22/06/2019,"10,175.92","11,157.35","10,107.04"
ObjectId("5e5a946645e7ef328423734e"),bitcoin,27/01/2018,"11,174.90","11,614.90","10,989.20"
ObjectId("5e5a946645e7ef3284237338"),bitcoin,18/02/2018,"11,123.40","11,349.80","10,326.00"
ObjectId("5e5a946645e7ef328423732b"),bitcoin,03/03/2018,"11,101.90","11,528.20","11,002.40"
ObjectId("5e5a946645e7ef3284237385"),bitcoin,03/12/2017,"11,082.70","11,858.70","10,862.00"
ObjectId("5e5a946645e7ef3284237389"),bitcoin,29/11/2017,"10,077.40","11,517.40","9,601.03"
ObjectId("5e5a946645e7ef328423714c"),bitcoin,25/06/2019,"11,007.20","11,790.92","11,007.20"
ObjectId("5e5a946645e7ef3284237143"),bitcoin,04/07/2019,"11,972.72","12,006.08","11,166.57"
ObjectId("5e5a946645e7ef3284237147"),bitcoin,30/06/2019,"11,931.99","12,178.38","10,799.01"
ObjectId("5e5a946645e7ef3284237354"),bitcoin,21/01/2018,"12,889.20","12,895.90","11,288.20"
ObjectId("5e5a946645e7ef3284237122"),bitcoin,06/08/2019,"11,811.55","12,273.82","11,290.73"
ObjectId("5e5a946645e7ef3284237383"),bitcoin,05/12/2017,"11,685.70","12,032.00","11,604.60"
ObjectId("5e5a946645e7ef3284237121"),bitcoin,07/08/2019,"11,476.19","12,036.99","11,433.70"
ObjectId("5e5a946645e7ef328423734d"),bitcoin,28/01/2018,"11,475.30","12,040.30","11,475.30"
ObjectId("5e5a946645e7ef328423713f"),bitcoin,08/07/2019,"11,446.60","12,345.83","11,393.37"
ObjectId("5e5a946645e7ef3284237148"),bitcoin,29/06/2019,"12,400.76","12,400.91","11,508.38"
ObjectId("5e5a946645e7ef328423713e"),bitcoin,09/07/2019,"12,284.33","12,779.13","12,233.26"
ObjectId("5e5a946645e7ef3284237357"),bitcoin,18/01/2018,"11,198.80","12,107.30","10,942.50"
ObjectId("5e5a946645e7ef3284237149"),bitcoin,28/06/2019,"11,162.17","12,445.18","10,914.49"
ObjectId("5e5a946645e7ef328423713c"),bitcoin,11/07/2019,"12,139.71","12,144.62","11,158.92"
ObjectId("5e5a946645e7ef3284237359"),bitcoin,16/01/2018,"13,836.10","13,843.10","10,194.90"
ObjectId("5e5a946645e7ef328423714b"),bitcoin,26/06/2019,"11,778.58","13,796.49","11,755.60"
ObjectId("5e5a946645e7ef3284237355"),bitcoin,20/01/2018,"11,656.20","13,103.00","11,656.20"
ObjectId("5e5a946645e7ef328423713d"),bitcoin,10/07/2019,"12,571.54","13,129.53","11,710.98"
ObjectId("5e5a946645e7ef328423714a"),bitcoin,27/06/2019,"13,017.12","13,311.14","10,491.85"
ObjectId("5e5a946645e7ef328423736f"),bitcoin,25/12/2017,"13,995.90","14,593.00","13,448.90"
ObjectId("5e5a946645e7ef328423735c"),bitcoin,13/01/2018,"13,952.40","14,659.50","13,952.40"
ObjectId("5e5a946645e7ef3284237382"),bitcoin,06/12/2017,"11,923.40","14,369.10","11,923.40"
ObjectId("5e5a946645e7ef3284237369"),bitcoin,31/12/2017,"12,897.70","14,377.40","12,755.60"
ObjectId("5e5a946645e7ef328423735a"),bitcoin,15/01/2018,"13,767.30","14,445.50","13,641.70"
ObjectId("5e5a946645e7ef328423736a"),bitcoin,30/12/2017,"14,681.90","14,681.90","12,350.10"
ObjectId("5e5a946645e7ef3284237370"),bitcoin,24/12/2017,"14,608.20","14,626.00","12,747.70"
ObjectId("5e5a946645e7ef328423735f"),bitcoin,10/01/2018,"14,588.50","14,973.30","13,691.20"
